SWO capture clock
Time	Approx	PC	ITM1	ITM2	ITM3	ITM4	
463385.29 us	 	---				23230592	
473411.62 us	 	---	0				
473413.62 us	 	---		591			
473491.73 us	 	---			23240001		
473493.73 us	 	---				23240592	
483441.94 us	 	---	0				
483443.98 us	 	---		591			
483445.98 us	 	---			23250001		
483497.25 us	 	---				23250592	
493461.42 us	 	---	0				
493463.46 us	 	---		591			
493465.46 us	 	---			23260001		
493467.46 us	 	---				23260592	
503469.94 us	 	---	0				
503471.94 us	 	---		591			
503473.94 us	 	---			23270001		
503475.94 us	 	---				23270592	
513338.29 us	 	---	0				
513472.08 us	 	---		591			
513474.08 us	 	---			23280001		
513476.08 us	 	---				23280592	
523368.50 us	 	---	0				
523370.50 us	 	---		591			
523372.50 us	 	---			23290001		
523374.54 us	 	---				23290592	
533400.90 us	 	---	0				
533402.90 us	 	---		591			
533481.12 us	 	---			23300001		
533483.17 us	 	---				23300592	
543431.29 us	 	---	0				
543433.29 us	 	---		591			
543435.29 us	 	---			23310001		
543480.15 us	 	---				23310592	
553444.29 us	 	---	0				
553446.29 us	 	---		591			
553448.29 us	 	---			23320001		
553450.29 us	 	---				23320592	
563295.12 us	 	---	0				
563457.81 us	 	---		591			
563459.81 us	 	---			23330001		
563461.81 us	 	---				23330592	
573327.54 us	 	---	0				
573454.96 us	 	---		591			
573456.96 us	 	---			23340001		
573458.96 us	 	---				23340592	
583357.94 us	 	---	0				
583359.98 us	 	---		591			
583361.98 us	 	---			23350001		
583363.98 us	 	---				23350592	
593388.17 us	 	---	0				
593390.17 us	 	---		591			
593392.21 us	 	---			23360001		
593465.88 us	 	---				23360592	
603420.54 us	 	---	0				
603422.54 us	 	---		591			
603424.54 us	 	---			23370001		
603463.04 us	 	---				23370592	
613427.19 us	 	---	0				
613429.19 us	 	---		591			
613431.19 us	 	---			23380001		
613433.19 us	 	---				23380592	
623284.50 us	 	---	0				
623440.71 us	 	---		591			
623442.71 us	 	---			23390001		
623444.71 us	 	---				23390592	
633316.85 us	 	---	0				
633318.85 us	 	---		591			
633320.85 us	 	---			23400001		
633322.85 us	 	---				23400592	
643347.19 us	 	---	0				
643349.23 us	 	---		591			
643351.23 us	 	---			23410001		
643353.23 us	 	---				23410592	
653377.46 us	 	---	0				
653379.50 us	 	---		591			
653381.50 us	 	---			23420001		
653448.77 us	 	---				23420592	
663409.81 us	 	---	0				
663411.81 us	 	---		591			
663413.81 us	 	---			23430001		
663415.81 us	 	---				23430592	
673410.08 us	 	---	0				
673412.08 us	 	---		591			
673414.12 us	 	---			23440001		
673416.17 us	 	---				23440592	
683273.77 us	 	---	0				
683423.60 us	 	---		591			
683425.60 us	 	---			23450001		
683427.65 us	 	---				23450592	
693306.02 us	 	---	0				
693308.02 us	 	---		591			
693310.06 us	 	---			23460001		
693312.10 us	 	---				23460592	
703336.42 us	 	---	0				
703338.42 us	 	---		591			
703340.42 us	 	---			23470001		
703342.42 us	 	---				23470592	
713366.81 us	 	---	0				
713368.81 us	 	---		591			
713370.81 us	 	---			23480001		
713431.67 us	 	---				23480592	
723395.81 us	 	---	0				
723397.85 us	 	---		591			
723399.85 us	 	---			23490001		
723401.85 us	 	---				23490592	
733394.71 us	 	---	0				
733396.71 us	 	---		591			
733398.75 us	 	---			23500001		
733400.79 us	 	---				23500592	
743263.02 us	 	---	0				
743406.48 us	 	---		591			
743408.52 us	 	---			23510001		
743410.52 us	 	---				23510592	
753293.42 us	 	---	0				
753295.42 us	 	---		591			
753297.42 us	 	---			23520001		
753299.46 us	 	---				23520592	
763325.69 us	 	---	0				
763327.69 us	 	---		591			
763329.69 us	 	---			23530001		
763331.73 us	 	---				23530592	
773356.06 us	 	---	0				
773358.06 us	 	---		591			
773360.06 us	 	---			23540001		
773414.54 us	 	---				23540592	
783378.71 us	 	---	0				
783380.71 us	 	---		591			
783382.71 us	 	---			23550001		
783384.71 us	 	---				23550592	
793383.98 us	 	---	0				
793385.98 us	 	---		591			
793387.98 us	 	---			23560001		
793389.98 us	 	---				23560592	
803252.29 us	 	---	0				
803389.38 us	 	---		591			
803391.38 us	 	---			23570001		
803393.38 us	 	---				23570592	
813282.69 us	 	---	0				
813284.69 us	 	---		591			
813286.69 us	 	---			23580001		
813288.69 us	 	---				23580592	
823314.94 us	 	---	0				
823316.94 us	 	---		591			
823395.17 us	 	---			23590001		
823397.21 us	 	---				23590592	
833345.38 us	 	---	0				
833347.42 us	 	---		591			
833349.42 us	 	---			23600001		
833397.44 us	 	---				23600592	
843361.60 us	 	---	0				
843363.60 us	 	---		591			
843365.65 us	 	---			23610001		
843367.69 us	 	---				23610592	
853373.38 us	 	---	0				
853375.42 us	 	---		591			
853377.42 us	 	---			23620001		
853379.42 us	 	---				23620592	
863241.54 us	 	---	0				
863372.27 us	 	---		591			
863374.27 us	 	---			23630001		
863376.31 us	 	---				23630592	
873271.94 us	 	---	0				
873273.94 us	 	---		591			
873275.94 us	 	---			23640001		
873277.94 us	 	---				23640592	
883302.33 us	 	---	0				
883304.33 us	 	---		591			
883306.33 us	 	---			23650001		
883383.19 us	 	---				23650592	
893334.58 us	 	---	0				
893336.58 us	 	---		591			
893338.58 us	 	---			23660001		
893380.33 us	 	---				23660592	
903344.48 us	 	---	0				
903346.52 us	 	---		591			
903348.52 us	 	---			23670001		
903350.52 us	 	---				23670592	
913198.58 us	 	---	0				
913358.00 us	 	---		591			
913360.00 us	 	---			23680001		
913362.00 us	 	---				23680592	
923231.02 us	 	---	0				
923355.15 us	 	---		591			
923357.15 us	 	---			23690001		
923359.15 us	 	---				23690592	
933261.25 us	 	---	0				
933263.25 us	 	---		591			
933265.25 us	 	---			23700001		
933267.25 us	 	---				23700592	
943291.58 us	 	---	0				
943293.58 us	 	---		591			
943295.62 us	 	---			23710001		
943366.06 us	 	---				23710592	
953323.85 us	 	---	0				
953325.85 us	 	---		591			
953327.85 us	 	---			23720001		
953329.90 us	 	---				23720592	
963327.38 us	 	---	0				
963329.38 us	 	---		591			
963331.42 us	 	---			23730001		
963333.46 us	 	---				23730592	
973187.85 us	 	---	0				
973340.90 us	 	---		591			
973342.94 us	 	---			23740001		
973344.98 us	 	---				23740592	
983220.29 us	 	---	0				
983222.29 us	 	---		591			
983224.29 us	 	---			23750001		
983226.29 us	 	---				23750592	
993250.46 us	 	---	0				
993252.46 us	 	---		591			
993254.46 us	 	---			23760001		
993256.46 us	 	---				23760592	
1s 3280.85 us	 	---	0				
1s 3282.85 us	 	---		591			
1s 3284.85 us	 	---			23770001		
1s 3348.96 us	 	---				23770592	
1s 13313.25 us	 	---	0				
1s 13315.25 us	 	---		591			
1s 13317.25 us	 	---			23780001		
1s 13319.25 us	 	---				23780592	
1s 23310.27 us	 	---	0				
1s 23312.31 us	 	---		591			
1s 23314.31 us	 	---			23790001		
1s 23316.31 us	 	---				23790592	
1s 33177.12 us	 	---	0				
1s 33323.92 us	 	---		591			
1s 33325.96 us	 	---			23800001		
1s 33327.96 us	 	---				23800592	
1s 43207.46 us	 	---	0				
1s 43209.46 us	 	---		591			
1s 43211.50 us	 	---			23810001		
1s 43213.50 us	 	---				23810592	
1s 53239.85 us	 	---	0				
1s 53241.85 us	 	---		591			
1s 53243.90 us	 	---			23820001		
1s 53245.90 us	 	---				23820592	
1s 63270.12 us	 	---	0				
1s 63272.12 us	 	---		591			
1s 63274.12 us	 	---			23830001		
1s 63331.85 us	 	---				23830592	
1s 73296.00 us	 	---	0				
1s 73298.00 us	 	---		591			
1s 73300.00 us	 	---			23840001		
1s 73302.00 us	 	---				23840592	
1s 83298.15 us	 	---	0				
1s 83300.19 us	 	---		591			
1s 83302.19 us	 	---			23850001		
1s 83304.19 us	 	---				23850592	
1s 93166.46 us	 	---	0				
1s 93306.79 us	 	---		591			
1s 93308.79 us	 	---			23860001		
1s 93310.79 us	 	---				23860592	
1s 103196.77 us	 	---	0				
1s 103198.77 us	 	---		591			
1s 103200.77 us	 	---			23870001		
1s 103202.77 us	 	---				23870592	
1s 113229.12 us	 	---	0				
1s 113231.12 us	 	---		591			
1s 113309.21 us	 	---			23880001		
1s 113311.21 us	 	---				23880592	
1s 123259.37 us	 	---	0				
1s 123261.38 us	 	---		591			
1s 123263.38 us	 	---			23890001		
1s 123314.73 us	 	---				23890592	
1s 133278.90 us	 	---	0				
1s 133280.90 us	 	---		591			
1s 133282.90 us	 	---			23900001		
1s 133284.90 us	 	---				23900592	
1s 143287.42 us	 	---	0				
1s 143289.46 us	 	---		591			
1s 143291.46 us	 	---			23910001		
1s 143293.46 us	 	---				23910592	
1s 153155.73 us	 	---	0				
1s 153289.56 us	 	---		591			
1s 153291.56 us	 	---			23920001		
1s 153293.56 us	 	---				23920592	
1s 163185.98 us	 	---	0				
1s 163187.98 us	 	---		591			
1s 163189.98 us	 	---			23930001		
1s 163191.98 us	 	---				23930592	
1s 173218.38 us	 	---	0				
1s 173220.38 us	 	---		591			
1s 173298.60 us	 	---			23940001		
1s 173300.60 us	 	---				23940592	
1s 183248.77 us	 	---	0				
1s 183250.77 us	 	---		591			
1s 183252.81 us	 	---			23950001		
1s 183297.63 us	 	---				23950592	
1s 193261.79 us	 	---	0				
1s 193263.79 us	 	---		591			
1s 193265.83 us	 	---			23960001		
1s 193267.88 us	 	---				23960592	
1s 203112.60 us	 	---	0				
1s 203275.42 us	 	---		591			
1s 203277.42 us	 	---			23970001		
1s 203279.42 us	 	---				23970592	
1s 213145.02 us	 	---	0				
1s 213272.46 us	 	---		591			
1s 213274.50 us	 	---			23980001		
1s 213276.50 us	 	---				23980592	
1s 223175.42 us	 	---	0				
1s 223177.42 us	 	---		591			
1s 223179.42 us	 	---			23990001		
1s 223181.46 us	 	---				23990592	
1s 233205.65 us	 	---	0				
1s 233207.65 us	 	---		591			
1s 233209.65 us	 	---			24000001		
1s 233283.38 us	 	---				24000592	
1s 243238.02 us	 	---	0				
1s 243240.02 us	 	---		591			
1s 243242.02 us	 	---			24010001		
1s 243280.52 us	 	---				24010592	
1s 253244.79 us	 	---	0				
1s 253246.79 us	 	---		591			
1s 253248.79 us	 	---			24020001		
1s 253250.79 us	 	---				24020592	
1s 263102.02 us	 	---	0				
1s 263258.31 us	 	---		591			
1s 263260.31 us	 	---			24030001		
1s 263262.31 us	 	---				24030592	
1s 273134.33 us	 	---	0				
1s 273136.33 us	 	---		591			
1s 273138.33 us	 	---			24040001		
1s 273140.33 us	 	---				24040592	
1s 283164.69 us	 	---	0				
1s 283166.73 us	 	---		591			
1s 283168.73 us	 	---			24050001		
1s 283170.73 us	 	---				24050592	
1s 293194.90 us	 	---	0				
1s 293196.90 us	 	---		591			
1s 293198.90 us	 	---			24060001		
1s 293266.25 us	 	---				24060592	
1s 303227.29 us	 	---	0				
1s 303229.29 us	 	---		591			
1s 303231.29 us	 	---			24070001		
1s 303233.29 us	 	---				24070592	
1s 313227.56 us	 	---	0				
1s 313229.56 us	 	---		591			
1s 313231.56 us	 	---			24080001		
1s 313233.56 us	 	---				24080592	
1s 323091.25 us	 	---	0				
1s 323241.21 us	 	---		591			
1s 323243.21 us	 	---			24090001		
1s 323245.25 us	 	---				24090592	
1s 333123.52 us	 	---	0				
1s 333125.56 us	 	---		591			
1s 333127.60 us	 	---			24100001		
1s 333129.65 us	 	---				24100592	
1s 343153.90 us	 	---	0				
1s 343155.90 us	 	---		591			
1s 343157.90 us	 	---			24110001		
1s 343159.94 us	 	---				24110592	
1s 353184.29 us	 	---	0				
1s 353186.29 us	 	---		591			
1s 353188.29 us	 	---			24120001		
1s 353249.27 us	 	---				24120592	
1s 363213.31 us	 	---	0				
1s 363215.31 us	 	---		591			
1s 363217.31 us	 	---			24130001		
1s 363219.31 us	 	---				24130592	
1s 373212.21 us	 	---	0				
1s 373214.25 us	 	---		591			
1s 373216.25 us	 	---			24140001		
1s 373218.25 us	 	---				24140592	
1s 383080.56 us	 	---	0				
1s 383223.98 us	 	---		591			
1s 383225.98 us	 	---			24150001		
1s 383227.98 us	 	---				24150592	
1s 393110.94 us	 	---	0				
1s 393112.98 us	 	---		591			
1s 393114.98 us	 	---			24160001		
1s 393116.98 us	 	---				24160592	
1s 403143.21 us	 	---	0				
1s 403145.25 us	 	---		591			
1s 403147.29 us	 	---			24170001		
1s 403149.29 us	 	---				24170592	
1s 413173.54 us	 	---	0				
1s 413175.54 us	 	---		591			
1s 413177.58 us	 	---			24180001		
1s 413232.04 us	 	---				24180592	
1s 423196.19 us	 	---	0				
1s 423198.19 us	 	---		591			
1s 423200.23 us	 	---			24190001		
1s 423202.27 us	 	---				24190592	
1s 433201.46 us	 	---	0				
1s 433203.46 us	 	---		591			
1s 433205.46 us	 	---			24200001		
1s 433207.46 us	 	---				24200592	
1s 443069.77 us	 	---	0				
1s 443206.85 us	 	---		591			
1s 443208.85 us	 	---			24210001		
1s 443210.85 us	 	---				24210592	
1s 453100.17 us	 	---	0				
1s 453102.17 us	 	---		591			
1s 453104.17 us	 	---			24220001		
1s 453106.17 us	 	---				24220592	
1s 463132.42 us	 	---	0				
1s 463134.46 us	 	---		591			
1s 463212.65 us	 	---			24230001		
1s 463214.65 us	 	---				24230592	
1s 473162.81 us	 	---	0				
1s 473164.81 us	 	---		591			
1s 473166.81 us	 	---			24240001		
1s 473214.92 us	 	---				24240592	
1s 483179.08 us	 	---	0				
1s 483181.08 us	 	---		591			
1s 483183.08 us	 	---			24250001		
1s 483185.08 us	 	---				24250592	
1s 493190.85 us	 	---	0				
1s 493192.85 us	 	---		591			
1s 493194.85 us	 	---			24260001		
1s 493196.85 us	 	---				24260592	
1s 503059.08 us	 	---	0				
1s 503189.75 us	 	---		591			
1s 503191.75 us	 	---			24270001		
1s 503193.75 us	 	---				24270592	
1s 513089.46 us	 	---	0				
1s 513091.50 us	 	---		591			
1s 513093.50 us	 	---			24280001		
1s 513095.50 us	 	---				24280592	
1s 523119.85 us	 	---	0				
1s 523121.90 us	 	---		591			
1s 523123.90 us	 	---			24290001		
1s 523200.67 us	 	---				24290592	
1s 533152.08 us	 	---	0				
1s 533154.08 us	 	---		591			
1s 533156.08 us	 	---			24300001		
1s 533197.81 us	 	---				24300592	
1s 543161.98 us	 	---	0				
1s 543163.98 us	 	---		591			
1s 543166.02 us	 	---			24310001		
1s 543168.06 us	 	---				24310592	
1s 553016.04 us	 	---	0				
1s 553175.50 us	 	---		591			
1s 553177.54 us	 	---			24320001		
1s 553179.54 us	 	---				24320592	
1s 563048.46 us	 	---	0				
1s 563172.77 us	 	---		591			
1s 563174.77 us	 	---			24330001		
1s 563176.81 us	 	---				24330592	
1s 573078.69 us	 	---	0				
1s 573080.69 us	 	---		591			
1s 573082.69 us	 	---			24340001		
1s 573084.73 us	 	---				24340592	
1s 583109.08 us	 	---	0				
1s 583111.08 us	 	---		591			
1s 583113.08 us	 	---			24350001		
1s 583183.56 us	 	---				24350592	
1s 593141.33 us	 	---	0				
1s 593143.33 us	 	---		591			
1s 593145.33 us	 	---			24360001		
1s 593147.33 us	 	---				24360592	
1s 603144.85 us	 	---	0				
1s 603146.85 us	 	---		591			
1s 603148.85 us	 	---			24370001		
1s 603150.85 us	 	---				24370592	
1s 613005.29 us	 	---	0				
1s 613158.50 us	 	---		591			
1s 613160.50 us	 	---			24380001		
1s 613162.50 us	 	---				24380592	
1s 623037.69 us	 	---	0				
1s 623039.73 us	 	---		591			
1s 623041.73 us	 	---			24390001		
1s 623043.73 us	 	---				24390592	
1s 633067.96 us	 	---	0				
1s 633069.96 us	 	---		591			
1s 633071.96 us	 	---			24400001		
1s 633073.96 us	 	---				24400592	
1s 643098.38 us	 	---	0				
1s 643100.42 us	 	---		591			
1s 643102.42 us	 	---			24410001		
1s 643166.44 us	 	---				24410592	
1s 653130.73 us	 	---	0				
1s 653132.73 us	 	---		591			
1s 653134.73 us	 	---			24420001		
1s 653136.73 us	 	---				24420592	
1s 663127.75 us	 	---	0				
1s 663129.79 us	 	---		591			
1s 663131.79 us	 	---			24430001		
1s 663133.79 us	 	---				24430592	
1s 672994.56 us	 	---	0				
1s 673141.27 us	 	---		591			
1s 673143.31 us	 	---			24440001		
1s 673145.31 us	 	---				24440592	
1s 683024.96 us	 	---	0				
1s 683026.96 us	 	---		591			
1s 683029.00 us	 	---			24450001		
1s 683031.00 us	 	---				24450592	
1s 693057.38 us	 	---	0				
1s 693059.42 us	 	---		591			
1s 693061.42 us	 	---			24460001		
1s 693063.42 us	 	---				24460592	
1s 703087.60 us	 	---	0				
1s 703089.60 us	 	---		591			
1s 703091.60 us	 	---			24470001		
1s 703149.58 us	 	---				24470592	
1s 713113.50 us	 	---	0				
1s 713115.50 us	 	---		591			
1s 713117.50 us	 	---			24480001		
1s 713119.50 us	 	---				24480592	
1s 723115.65 us	 	---	0				
1s 723117.69 us	 	---		591			
1s 723119.69 us	 	---			24490001		
1s 723121.69 us	 	---				24490592	
1s 732983.96 us	 	---	0				
1s 733124.17 us	 	---		591			
1s 733126.17 us	 	---			24500001		
1s 733128.21 us	 	---				24500592	
1s 743014.21 us	 	---	0				
1s 743016.21 us	 	---		591			
1s 743018.21 us	 	---			24510001		
1s 743020.21 us	 	---				24510592	
1s 753046.60 us	 	---	0				
1s 753048.60 us	 	---		591			
1s 753050.60 us	 	---			24520001		
1s 753052.60 us	 	---				24520592	
1s 763076.88 us	 	---	0				
1s 763078.87 us	 	---		591			
1s 763080.88 us	 	---			24530001		
1s 763132.23 us	 	---				24530592	
1s 773096.38 us	 	---	0				
1s 773098.38 us	 	---		591			
1s 773100.38 us	 	---			24540001		
1s 773102.37 us	 	---				24540592	
1s 783104.90 us	 	---	0				
1s 783106.94 us	 	---		591			
1s 783108.94 us	 	---			24550001		
1s 783110.94 us	 	---				24550592	
1s 792973.25 us	 	---	0				
1s 793107.04 us	 	---		591			
1s 793109.04 us	 	---			24560001		
1s 793111.04 us	 	---				24560592	
1s 803003.52 us	 	---	0				
1s 803005.56 us	 	---		591			
1s 803007.56 us	 	---			24570001		
1s 803009.56 us	 	---				24570592	
1s 813035.88 us	 	---	0				
1s 813037.88 us	 	---		591			
1s 813116.08 us	 	---			24580001		
1s 813118.08 us	 	---				24580592	
1s 823066.29 us	 	---	0				
1s 823068.33 us	 	---		591			
1s 823070.33 us	 	---			24590001		
1s 823115.10 us	 	---				24590592	
1s 833079.27 us	 	---	0				
1s 833081.31 us	 	---		591			
1s 833083.31 us	 	---			24600001		
1s 833085.31 us	 	---				24600592	
1s 842930.13 us	 	---	0				
1s 843092.79 us	 	---		591			
1s 843094.83 us	 	---			24610001		
1s 843096.83 us	 	---				24610592	
1s 852962.52 us	 	---	0				
1s 853089.94 us	 	---		591			
1s 853091.98 us	 	---			24620001		
1s 853093.98 us	 	---				24620592	
1s 862992.85 us	 	---	0				
1s 862994.85 us	 	---		591			
1s 862996.90 us	 	---			24630001		
1s 862998.90 us	 	---				24630592	
1s 873023.12 us	 	---	0				
1s 873025.13 us	 	---		591			
1s 873027.12 us	 	---			24640001		
1s 873100.85 us	 	---				24640592	
1s 883055.52 us	 	---	0				
1s 883057.52 us	 	---		591			
1s 883059.56 us	 	---			24650001		
1s 883098.00 us	 	---				24650592	
1s 893062.17 us	 	---	0				
1s 893064.17 us	 	---		591			
1s 893066.17 us	 	---			24660001		
1s 893068.17 us	 	---				24660592	
1s 902919.52 us	 	---	0				
1s 903075.69 us	 	---		591			
1s 903077.69 us	 	---			24670001		
1s 903079.73 us	 	---				24670592	
1s 912951.77 us	 	---	0				
1s 912953.77 us	 	---		591			
1s 912955.77 us	 	---			24680001		
1s 912957.77 us	 	---				24680592	
1s 922982.13 us	 	---	0				
1s 922984.12 us	 	---		591			
1s 922986.12 us	 	---			24690001		
1s 922988.12 us	 	---				24690592	
1s 933012.40 us	 	---	0				
1s 933014.40 us	 	---		591			
1s 933016.40 us	 	---			24700001		
1s 933083.75 us	 	---				24700592	
1s 943044.77 us	 	---	0				
1s 943046.77 us	 	---		591			
1s 943048.77 us	 	---			24710001		
1s 943050.77 us	 	---				24710592	
1s 953045.04 us	 	---	0				
1s 953047.04 us	 	---		591			
1s 953049.04 us	 	---			24720001		
1s 953051.04 us	 	---				24720592	
1s 962908.77 us	 	---	0				
1s 963058.56 us	 	---		591			
1s 963060.56 us	 	---			24730001		
1s 963062.56 us	 	---				24730592	
1s 972941.00 us	 	---	0				
1s 972943.00 us	 	---		591			
1s 972945.00 us	 	---			24740001		
1s 972947.00 us	 	---				24740592	
1s 982971.40 us	 	---	0				
1s 982973.40 us	 	---		591			
1s 982975.40 us	 	---			24750001		
1s 982977.40 us	 	---				24750592	
1s 993001.77 us	 	---	0				
1s 993003.77 us	 	---		591			
1s 993005.77 us	 	---			24760001		
1s 993066.62 us	 	---				24760592	
2s 3030.79 us	 	---	0				
2s 3032.79 us	 	---		591			
2s 3034.79 us	 	---			24770001		
2s 3036.79 us	 	---				24770592	
2s 13029.69 us	 	---	0				
2s 13031.73 us	 	---		591			
2s 13033.73 us	 	---			24780001		
2s 13035.73 us	 	---				24780592	
2s 22898.08 us	 	---	0				
2s 23041.46 us	 	---		591			
2s 23043.46 us	 	---			24790001		
2s 23045.46 us	 	---				24790592	
2s 32928.44 us	 	---	0				
2s 32930.48 us	 	---		591			
2s 32932.48 us	 	---			24800001		
2s 32934.48 us	 	---				24800592	
2s 42960.69 us	 	---	0				
2s 42962.73 us	 	---		591			
2s 42964.73 us	 	---			24810001		
2s 42966.73 us	 	---				24810592	
2s 52991.08 us	 	---	0				
2s 52993.12 us	 	---		591			
2s 52995.12 us	 	---			24820001		
2s 53049.52 us	 	---				24820592	
2s 63013.69 us	 	---	0				
2s 63015.69 us	 	---		591			
2s 63017.69 us	 	---			24830001		
2s 63019.69 us	 	---				24830592	
2s 73018.96 us	 	---	0				
2s 73021.00 us	 	---		591			
2s 73023.00 us	 	---			24840001		
2s 73025.00 us	 	---				24840592	
2s 82887.27 us	 	---	0				
2s 83024.35 us	 	---		591			
2s 83026.40 us	 	---			24850001		
2s 83028.40 us	 	---				24850592	
2s 92917.69 us	 	---	0				
2s 92919.73 us	 	---		591			
2s 92921.77 us	 	---			24860001		
2s 92923.77 us	 	---				24860592	
2s 102949.92 us	 	---	0				
2s 102951.92 us	 	---		591			
2s 103030.15 us	 	---			24870001		
2s 103032.15 us	 	---				24870592	
2s 112980.31 us	 	---	0				
2s 112982.31 us	 	---		591			
2s 112984.35 us	 	---			24880001		
2s 113032.42 us	 	---				24880592	
2s 122996.58 us	 	---	0				
2s 122998.62 us	 	---		591			
2s 123000.67 us	 	---			24890001		
2s 123002.71 us	 	---				24890592	
2s 133008.33 us	 	---	0				
2s 133010.33 us	 	---		591			
2s 133012.33 us	 	---			24900001		
2s 133014.33 us	 	---				24900592	
2s 142876.52 us	 	---	0				
2s 143007.25 us	 	---		591			
2s 143009.29 us	 	---			24910001		
2s 143011.29 us	 	---				24910592	
2s 152906.92 us	 	---	0				
2s 152908.92 us	 	---		591			
2s 152910.96 us	 	---			24920001		
2s 152912.96 us	 	---				24920592	
2s 162937.31 us	 	---	0				
2s 162939.31 us	 	---		591			
2s 162941.35 us	 	---			24930001		
2s 163018.17 us	 	---				24930592	
2s 172969.56 us	 	---	0				
2s 172971.56 us	 	---		591			
2s 172973.56 us	 	---			24940001		
2s 173015.31 us	 	---				24940592	
2s 182979.46 us	 	---	0				
2s 182981.46 us	 	---		591			
2s 182983.46 us	 	---			24950001		
2s 182985.46 us	 	---				24950592	
2s 192833.56 us	 	---	0				
2s 192993.10 us	 	---		591			
2s 192995.15 us	 	---			24960001		
2s 192997.15 us	 	---				24960592	
2s 202866.00 us	 	---	0				
2s 202990.12 us	 	---		591			
2s 202992.17 us	 	---			24970001		
2s 202994.17 us	 	---				24970592	
2s 212896.19 us	 	---	0				
2s 212898.19 us	 	---		591			
2s 212900.23 us	 	---			24980001		
2s 212902.23 us	 	---				24980592	
2s 222926.56 us	 	---	0				
2s 222928.56 us	 	---		591			
2s 222930.60 us	 	---			24990001		
2s 223001.04 us	 	---				24990592	
2s 232958.83 us	 	---	0				
2s 232960.87 us	 	---		591			
2s 232962.92 us	 	---			25000001		
2s 232964.92 us	 	---				25000592	
2s 242962.35 us	 	---	0				
2s 242964.40 us	 	---		591			
2s 242966.40 us	 	---			25010001		
2s 242968.40 us	 	---				25010592	
2s 252822.79 us	 	---	0				
2s 252975.88 us	 	---		591			
2s 252977.88 us	 	---			25020001		
2s 252979.87 us	 	---				25020592	
2s 262855.23 us	 	---	0				
2s 262857.23 us	 	---		591			
2s 262859.23 us	 	---			25030001		
2s 262861.23 us	 	---				25030592	
2s 272885.44 us	 	---	0				
2s 272887.44 us	 	---		591			
2s 272889.48 us	 	---			25040001		
2s 272891.48 us	 	---				25040592	
2s 282915.83 us	 	---	0				
2s 282917.83 us	 	---		591			
2s 282919.88 us	 	---			25050001		
2s 282983.94 us	 	---				25050592	
2s 292948.27 us	 	---	0				
2s 292950.27 us	 	---		591			
2s 292952.27 us	 	---			25060001		
2s 292954.27 us	 	---				25060592	
2s 302945.25 us	 	---	0				
2s 302947.25 us	 	---		591			
2s 302949.29 us	 	---			25070001		
2s 302951.33 us	 	---				25070592	
2s 312812.10 us	 	---	0				
2s 312958.77 us	 	---		591			
2s 312960.81 us	 	---			25080001		
2s 312962.81 us	 	---				25080592	
2s 322842.44 us	 	---	0				
2s 322844.44 us	 	---		591			
2s 322846.48 us	 	---			25090001		
2s 322848.48 us	 	---				25090592	
2s 332874.83 us	 	---	0				
