SWO capture clock
Time	Approx	PC	ITM1	ITM2	ITM3	ITM4	
18s 452773.40 us	 	---			36545850		
18s 452830.75 us	 	---				36546852	
18s 462795.17 us	 	---	26				
18s 462797.21 us	 	---		1002			
18s 462799.21 us	 	---			36555850		
18s 462801.21 us	 	---				36556852	
18s 472797.71 us	 	---	27				
18s 472799.71 us	 	---		1002			
18s 472801.71 us	 	---			36565850		
18s 472803.71 us	 	---				36566852	
18s 482666.23 us	 	---	28				
18s 482806.35 us	 	---		1001			
18s 482808.35 us	 	---			36575851		
18s 482810.35 us	 	---				36576852	
18s 492696.58 us	 	---	29				
18s 492698.62 us	 	---		1001			
18s 492700.63 us	 	---			36585851		
18s 492702.62 us	 	---				36586852	
18s 502729.06 us	 	---	30				
18s 502731.06 us	 	---		1001			
18s 502809.15 us	 	---			36595851		
18s 502811.15 us	 	---				36596852	
18s 512759.44 us	 	---	31				
18s 512761.44 us	 	---		1001			
18s 512763.44 us	 	---			36605851		
18s 512814.94 us	 	---				36606852	
18s 522779.48 us	 	---	32				
18s 522781.52 us	 	---		1001			
18s 522783.52 us	 	---			36615851		
18s 522785.52 us	 	---				36616852	
18s 532787.75 us	 	---	33				
18s 532789.75 us	 	---		1001			
18s 532791.75 us	 	---			36625851		
18s 532793.75 us	 	---				36626852	
18s 542656.23 us	 	---	34				
18s 542790.65 us	 	---		1001			
18s 542792.65 us	 	---			36635851		
18s 542794.65 us	 	---				36636852	
18s 552686.62 us	 	---	35				
18s 552688.67 us	 	---		1001			
18s 552690.67 us	 	---			36645851		
18s 552692.67 us	 	---				36646852	
18s 562719.10 us	 	---	36				
18s 562721.10 us	 	---		1001			
18s 562799.33 us	 	---			36655851		
18s 562801.33 us	 	---				36656852	
18s 572749.67 us	 	---	37				
18s 572751.71 us	 	---		1002			
18s 572753.71 us	 	---			36665851		
18s 572799.10 us	 	---				36666853	
18s 582763.52 us	 	---	38				
18s 582765.56 us	 	---		1002			
18s 582767.56 us	 	---			36675851		
18s 582769.56 us	 	---				36676853	
18s 592613.75 us	 	---	39				
18s 592777.17 us	 	---		1002			
18s 592779.17 us	 	---			36685851		
18s 592781.17 us	 	---				36686853	
18s 602646.23 us	 	---	40				
18s 602774.44 us	 	---		1001			
18s 602776.44 us	 	---			36695852		
18s 602778.44 us	 	---				36696853	
18s 612676.75 us	 	---	41				
18s 612678.75 us	 	---		1002			
18s 612680.75 us	 	---			36705851		
18s 612682.75 us	 	---				36706853	
18s 622707.15 us	 	---	42				
18s 622709.15 us	 	---		1002			
18s 622711.15 us	 	---			36715851		
18s 622785.62 us	 	---				36716853	
18s 632739.67 us	 	---	43				
18s 632741.67 us	 	---		1001			
18s 632743.67 us	 	---			36725852		
18s 632782.90 us	 	---				36726853	
18s 642747.31 us	 	---	44				
18s 642749.31 us	 	---		1001			
18s 642751.31 us	 	---			36735852		
18s 642753.31 us	 	---				36736853	
18s 652603.92 us	 	---	45				
18s 652761.08 us	 	---		1001			
18s 652763.08 us	 	---			36745852		
18s 652765.08 us	 	---				36746853	
18s 662636.27 us	 	---	46				
18s 662758.50 us	 	---		1001			
18s 662760.50 us	 	---			36755852		
18s 662762.50 us	 	---				36756853	
18s 672666.83 us	 	---	47				
18s 672668.83 us	 	---		1001			
18s 672670.83 us	 	---			36765852		
18s 672672.83 us	 	---				36766853	
18s 682697.19 us	 	---	48				
18s 682699.19 us	 	---		1001			
18s 682701.19 us	 	---			36775852		
18s 682769.67 us	 	---				36776853	
18s 692729.75 us	 	---	49				
18s 692731.75 us	 	---		1001			
18s 692733.75 us	 	---			36785852		
18s 692735.75 us	 	---				36786853	
18s 702731.35 us	 	---	50				
18s 702733.35 us	 	---		1001			
18s 702735.35 us	 	---			36795852		
18s 702737.35 us	 	---				36796853	
18s 712593.94 us	 	---	51				
18s 712745.13 us	 	---		1001			
18s 712747.12 us	 	---			36805852		
18s 712749.17 us	 	---				36806853	
18s 722626.40 us	 	---	52				
18s 722628.40 us	 	---		1001			
18s 722630.40 us	 	---			36815852		
18s 722632.40 us	 	---				36816853	
18s 732656.83 us	 	---	53				
18s 732658.83 us	 	---		1001			
18s 732660.83 us	 	---			36825852		
18s 732662.83 us	 	---				36826853	
18s 742687.35 us	 	---	54				
18s 742689.35 us	 	---		1001			
18s 742691.40 us	 	---			36835852		
18s 742753.71 us	 	---				36836853	
18s 752719.75 us	 	---	55				
18s 752721.75 us	 	---		1001			
18s 752723.75 us	 	---			36845852		
18s 752725.75 us	 	---				36846853	
18s 762715.54 us	 	---	56				
18s 762717.54 us	 	---		1002			
18s 762719.54 us	 	---			36855852		
18s 762721.54 us	 	---				36856854	
18s 772584.02 us	 	---	57				
18s 772729.31 us	 	---		1002			
18s 772731.31 us	 	---			36865852		
18s 772733.31 us	 	---				36866854	
18s 782614.50 us	 	---	58				
18s 782616.50 us	 	---		1002			
18s 782618.50 us	 	---			36875852		
18s 782620.50 us	 	---				36876854	
18s 792646.90 us	 	---	59				
18s 792648.90 us	 	---		1001			
18s 792650.90 us	 	---			36885853		
18s 792652.90 us	 	---				36886854	
18s 802677.42 us	 	---	60				
18s 802679.42 us	 	---		1001			
18s 802681.42 us	 	---			36895853		
18s 802738.02 us	 	---				36896854	
18s 812702.06 us	 	---	61				
18s 812704.06 us	 	---		1001			
18s 812706.06 us	 	---			36905853		
18s 812708.06 us	 	---				36906854	
18s 822705.58 us	 	---	62				
18s 822707.58 us	 	---		1001			
18s 822709.63 us	 	---			36915853		
18s 822711.67 us	 	---				36916854	
18s 832574.02 us	 	---	63				
18s 832713.23 us	 	---		1001			
18s 832715.23 us	 	---			36925853		
18s 832717.27 us	 	---				36926854	
18s 842604.54 us	 	---	64				
18s 842606.54 us	 	---		1001			
18s 842608.54 us	 	---			36935853		
18s 842610.58 us	 	---				36936854	
18s 852636.94 us	 	---	65				
18s 852638.94 us	 	---		1001			
18s 852717.17 us	 	---			36945853		
18s 852719.17 us	 	---				36946854	
18s 862667.46 us	 	---	66				
18s 862669.46 us	 	---		1001			
18s 862671.46 us	 	---			36955853		
18s 862721.81 us	 	---				36956854	
18s 872686.10 us	 	---	67				
18s 872688.10 us	 	---		1001			
18s 872690.15 us	 	---			36965853		
18s 872692.19 us	 	---				36966854	
18s 882695.75 us	 	---	68				
18s 882697.75 us	 	---		1001			
18s 882699.75 us	 	---			36975853		
18s 882701.75 us	 	---				36976854	
18s 892564.10 us	 	---	69				
18s 892697.27 us	 	---		1001			
18s 892699.27 us	 	---			36985853		
18s 892701.27 us	 	---				36986854	
18s 902594.62 us	 	---	70				
18s 902596.67 us	 	---		1001			
18s 902598.67 us	 	---			36995853		
18s 902600.67 us	 	---				36996854	
18s 912627.10 us	 	---	71				
18s 912629.10 us	 	---		1001			
18s 912707.21 us	 	---			37005853		
18s 912709.21 us	 	---				37006854	
18s 922657.50 us	 	---	72				
18s 922659.50 us	 	---		1002			
18s 922661.50 us	 	---			37015853		
18s 922705.85 us	 	---				37016855	
18s 932670.40 us	 	---	73				
18s 932672.40 us	 	---		1002			
18s 932674.40 us	 	---			37025853		
18s 932676.40 us	 	---				37026855	
18s 942521.77 us	 	---	74				
18s 942684.17 us	 	---		1002			
18s 942686.17 us	 	---			37035853		
18s 942688.21 us	 	---				37036855	
18s 952554.27 us	 	---	75				
18s 952681.46 us	 	---		1001			
18s 952683.46 us	 	---			37045854		
18s 952685.50 us	 	---				37046855	
18s 962584.63 us	 	---	76				
18s 962586.63 us	 	---		1001			
18s 962588.62 us	 	---			37055854		
18s 962590.63 us	 	---				37056855	
18s 972615.15 us	 	---	77				
18s 972617.15 us	 	---		1001			
18s 972619.19 us	 	---			37065854		
18s 972692.75 us	 	---				37066855	
18s 982647.54 us	 	---	78				
18s 982649.54 us	 	---		1001			
18s 982651.58 us	 	---			37075854		
18s 982690.04 us	 	---				37076855	
18s 992654.46 us	 	---	79				
18s 992656.50 us	 	---		1001			
18s 992658.54 us	 	---			37085854		
18s 992660.58 us	 	---				37086855	
19s 2511.85 us	 	---	80				
19s 2668.10 us	 	---		1001			
19s 2670.10 us	 	---			37095854		
19s 2672.10 us	 	---				37096855	
19s 12544.29 us	 	---	81				
19s 12546.29 us	 	---		1001			
19s 12548.29 us	 	---			37105854		
19s 12550.29 us	 	---				37106855	
19s 22574.73 us	 	---	82				
19s 22576.73 us	 	---		1001			
19s 22578.73 us	 	---			37115854		
19s 22580.73 us	 	---				37116855	
19s 32605.21 us	 	---	83				
19s 32607.21 us	 	---		1001			
19s 32609.21 us	 	---			37125854		
19s 32676.56 us	 	---				37126855	
19s 42637.77 us	 	---	84				
19s 42639.77 us	 	---		1001			
19s 42641.77 us	 	---			37135854		
19s 42643.77 us	 	---				37136855	
19s 52638.25 us	 	---	85				
19s 52640.25 us	 	---		1001			
19s 52642.29 us	 	---			37145854		
19s 52644.33 us	 	---				37146855	
19s 62501.81 us	 	---	86				
19s 62652.15 us	 	---		1001			
19s 62654.15 us	 	---			37155854		
19s 62656.15 us	 	---				37156855	
19s 72534.33 us	 	---	87				
19s 72536.33 us	 	---		1001			
19s 72538.33 us	 	---			37165854		
19s 72540.33 us	 	---				37166855	
19s 82564.90 us	 	---	88				
19s 82566.90 us	 	---		1002			
19s 82568.90 us	 	---			37175854		
19s 82570.90 us	 	---				37176856	
19s 92595.25 us	 	---	89				
19s 92597.25 us	 	---		1002			
19s 92599.25 us	 	---			37185854		
19s 92660.60 us	 	---				37186856	
19s 102625.02 us	 	---	90				
19s 102627.02 us	 	---		1002			
19s 102629.02 us	 	---			37195854		
19s 102631.02 us	 	---				37196856	
19s 112623.54 us	 	---	91				
19s 112625.54 us	 	---		1002			
19s 112627.54 us	 	---			37205854		
19s 112629.54 us	 	---				37206856	
19s 122491.98 us	 	---	92				
19s 122636.19 us	 	---		1001			
19s 122638.19 us	 	---			37215855		
19s 122640.19 us	 	---				37216856	
19s 132522.38 us	 	---	93				
19s 132524.37 us	 	---		1001			
19s 132526.38 us	 	---			37225855		
19s 132528.37 us	 	---				37226856	
19s 142554.94 us	 	---	94				
19s 142556.94 us	 	---		1001			
19s 142558.98 us	 	---			37235855		
19s 142560.98 us	 	---				37236856	
19s 152585.33 us	 	---	95				
19s 152587.37 us	 	---		1001			
19s 152589.38 us	 	---			37245855		
19s 152644.65 us	 	---				37246856	
19s 162609.06 us	 	---	96				
19s 162611.10 us	 	---		1001			
19s 162613.10 us	 	---			37255855		
19s 162615.10 us	 	---				37256856	
19s 172613.58 us	 	---	97				
19s 172615.58 us	 	---		1001			
19s 172617.58 us	 	---			37265855		
19s 172619.58 us	 	---				37266856	
19s 182482.08 us	 	---	98				
19s 182620.25 us	 	---		1001			
19s 182622.25 us	 	---			37275855		
19s 182624.25 us	 	---				37276856	
19s 192512.44 us	 	---	99				
19s 192514.44 us	 	---		1001			
19s 192516.44 us	 	---			37285855		
19s 192518.48 us	 	---				37286856	
19s 202545.02 us	 	---	100				
19s 202547.02 us	 	---		1001			
19s 202625.17 us	 	---			37295855		
19s 202627.17 us	 	---				37296856	
19s 212575.46 us	 	---	101				
19s 212577.46 us	 	---		1001			
19s 212579.50 us	 	---			37305855		
19s 212628.71 us	 	---				37306856	
19s 222593.10 us	 	---	102				
19s 222595.10 us	 	---		1001			
19s 222597.15 us	 	---			37315855		
19s 222599.19 us	 	---				37316856	
19s 232603.65 us	 	---	103				
19s 232605.65 us	 	---		1001			
19s 232607.65 us	 	---			37325855		
19s 232609.65 us	 	---				37326856	
19s 242472.12 us	 	---	104				
19s 242604.42 us	 	---		1002			
19s 242606.42 us	 	---			37335855		
19s 242608.42 us	 	---				37336857	
19s 252502.60 us	 	---	105				
19s 252504.60 us	 	---		1002			
19s 252506.60 us	 	---			37345855		
19s 252508.60 us	 	---				37346857	
19s 262535.00 us	 	---	106				
19s 262537.00 us	 	---		1001			
19s 262615.23 us	 	---			37355856		
19s 262617.23 us	 	---				37356857	
19s 272565.52 us	 	---	107				
19s 272567.52 us	 	---		1001			
19s 272569.52 us	 	---			37365856		
19s 272612.88 us	 	---				37366857	
19s 282577.17 us	 	---	108				
19s 282579.17 us	 	---		1001			
19s 282581.17 us	 	---			37375856		
19s 282583.17 us	 	---				37376857	
19s 292429.77 us	 	---	109				
19s 292591.06 us	 	---		1001			
19s 292593.06 us	 	---			37385856		
19s 292595.06 us	 	---				37386857	
19s 302462.17 us	 	---	110				
19s 302588.33 us	 	---		1001			
19s 302590.38 us	 	---			37395856		
19s 302592.37 us	 	---				37396857	
19s 312492.69 us	 	---	111				
19s 312494.73 us	 	---		1001			
19s 312496.73 us	 	---			37405856		
19s 312498.73 us	 	---				37406857	
19s 322523.08 us	 	---	112				
19s 322525.12 us	 	---		1001			
19s 322527.13 us	 	---			37415856		
19s 322599.52 us	 	---				37416857	
19s 332555.56 us	 	---	113				
19s 332557.56 us	 	---		1001			
19s 332559.56 us	 	---			37425856		
19s 332596.79 us	 	---				37426857	
19s 342561.21 us	 	---	114				
19s 342563.21 us	 	---		1001			
19s 342565.21 us	 	---			37435856		
19s 342567.21 us	 	---				37436857	
19s 352419.81 us	 	---	115				
19s 352574.98 us	 	---		1001			
19s 352576.98 us	 	---			37445856		
19s 352578.98 us	 	---				37446857	
19s 362452.17 us	 	---	116				
19s 362454.17 us	 	---		1001			
19s 362456.17 us	 	---			37455856		
19s 362458.17 us	 	---				37456857	
19s 372482.69 us	 	---	117				
19s 372484.69 us	 	---		1001			
19s 372486.69 us	 	---			37465856		
19s 372488.69 us	 	---				37466857	
19s 382513.21 us	 	---	118				
19s 382515.21 us	 	---		1001			
19s 382517.25 us	 	---			37475856		
19s 382583.69 us	 	---				37476857	
19s 392545.60 us	 	---	119				
19s 392547.60 us	 	---		1002			
19s 392549.60 us	 	---			37485856		
19s 392551.60 us	 	---				37486858	
19s 402545.37 us	 	---	120				
19s 402547.38 us	 	---		1002			
19s 402549.42 us	 	---			37495856		
19s 402551.46 us	 	---				37496858	
19s 412409.88 us	 	---	121				
19s 412559.17 us	 	---		1001			
19s 412561.17 us	 	---			37505857		
19s 412563.17 us	 	---				37506858	
19s 422442.35 us	 	---	122				
19s 422444.35 us	 	---		1001			
19s 422446.35 us	 	---			37515857		
19s 422448.35 us	 	---				37516858	
19s 432472.79 us	 	---	123				
19s 432474.79 us	 	---		1001			
19s 432476.79 us	 	---			37525857		
19s 432478.79 us	 	---				37526858	
19s 442503.25 us	 	---	124				
19s 442505.25 us	 	---		1001			
19s 442507.25 us	 	---			37535857		
19s 442567.50 us	 	---				37536858	
19s 452532.02 us	 	---	125				
19s 452534.02 us	 	---		1001			
19s 452536.02 us	 	---			37545857		
19s 452538.02 us	 	---				37546858	
19s 462531.44 us	 	---	126				
19s 462533.44 us	 	---		1001			
19s 462535.44 us	 	---			37555857		
19s 462537.44 us	 	---				37556858	
19s 472399.88 us	 	---	127				
19s 472543.08 us	 	---		1001			
19s 472545.12 us	 	---			37565857		
19s 472547.12 us	 	---				37566858	
19s 482430.40 us	 	---	128				
19s 482432.40 us	 	---		1001			
19s 482434.44 us	 	---			37575857		
19s 482436.44 us	 	---				37576858	
19s 492462.83 us	 	---	129				
19s 492464.87 us	 	---		1001			
19s 492466.88 us	 	---			37585857		
19s 492468.88 us	 	---				37586858	
19s 502493.35 us	 	---	130				
19s 502495.40 us	 	---		1001			
19s 502497.40 us	 	---			37595857		
19s 502551.67 us	 	---				37596858	
19s 512515.96 us	 	---	131				
19s 512517.96 us	 	---		1001			
19s 512519.96 us	 	---			37605857		
19s 512521.96 us	 	---				37606858	
19s 522521.60 us	 	---	132				
19s 522523.60 us	 	---		1001			
19s 522525.60 us	 	---			37615857		
19s 522527.60 us	 	---				37616858	
19s 532389.96 us	 	---	133				
19s 532527.13 us	 	---		1001			
19s 532529.12 us	 	---			37625857		
19s 532531.12 us	 	---				37626858	
19s 542420.44 us	 	---	134				
19s 542422.44 us	 	---		1001			
19s 542424.44 us	 	---			37635857		
19s 542426.48 us	 	---				37636858	
19s 552452.96 us	 	---	135				
19s 552454.96 us	 	---		1001			
19s 552533.06 us	 	---			37645857		
19s 552535.06 us	 	---				37646858	
19s 562483.35 us	 	---	136				
19s 562485.35 us	 	---		1002			
19s 562487.40 us	 	---			37655857		
19s 562535.71 us	 	---				37656859	
19s 572500.00 us	 	---	137				
19s 572502.00 us	 	---		1002			
19s 572504.04 us	 	---			37665857		
19s 572506.08 us	 	---				37666859	
19s 582511.65 us	 	---	138				
19s 582513.65 us	 	---		1002			
19s 582515.65 us	 	---			37675857		
19s 582517.65 us	 	---				37676859	
19s 592380.08 us	 	---	139				
19s 592511.19 us	 	---		1002			
19s 592513.19 us	 	---			37685857		
19s 592515.19 us	 	---				37686859	
19s 602410.52 us	 	---	140				
19s 602412.56 us	 	---		1001			
19s 602414.56 us	 	---			37695858		
19s 602416.56 us	 	---				37696859	
19s 612441.00 us	 	---	141				
19s 612443.00 us	 	---		1001			
19s 612445.00 us	 	---			37705858		
19s 612522.48 us	 	---				37706859	
19s 622473.40 us	 	---	142				
19s 622475.40 us	 	---		1001			
19s 622477.40 us	 	---			37715858		
19s 622519.77 us	 	---				37716859	
19s 632484.04 us	 	---	143				
19s 632486.04 us	 	---		1001			
19s 632488.04 us	 	---			37725858		
19s 632490.04 us	 	---				37726859	
19s 642337.62 us	 	---	144				
19s 642497.96 us	 	---		1001			
19s 642499.96 us	 	---			37735858		
19s 642501.96 us	 	---				37736859	
19s 652370.19 us	 	---	145				
19s 652495.23 us	 	---		1001			
19s 652497.23 us	 	---			37745858		
19s 652499.23 us	 	---				37746859	
19s 662400.54 us	 	---	146				
19s 662402.54 us	 	---		1001			
19s 662404.54 us	 	---			37755858		
19s 662406.58 us	 	---				37756859	
19s 672431.06 us	 	---	147				
19s 672433.06 us	 	---		1001			
19s 672435.10 us	 	---			37765858		
19s 672506.54 us	 	---				37766859	
19s 682463.56 us	 	---	148				
19s 682465.56 us	 	---		1001			
19s 682467.56 us	 	---			37775858		
19s 682503.81 us	 	---				37776859	
19s 692468.10 us	 	---	149				
19s 692470.10 us	 	---		1001			
19s 692472.10 us	 	---			37785858		
19s 692474.10 us	 	---				37786859	
19s 702327.71 us	 	---	150				
19s 702482.00 us	 	---		1001			
19s 702484.00 us	 	---			37795858		
19s 702486.00 us	 	---				37796859	
19s 712360.23 us	 	---	151				
19s 712362.27 us	 	---		1001			
19s 712364.27 us	 	---			37805858		
19s 712366.27 us	 	---				37806859	
19s 722390.71 us	 	---	152				
19s 722392.71 us	 	---		1002			
19s 722394.71 us	 	---			37815858		
19s 722396.71 us	 	---				37816860	
19s 732421.10 us	 	---	153				
19s 732423.10 us	 	---		1002			
19s 732425.10 us	 	---			37825858		
19s 732490.46 us	 	---				37826860	
19s 742453.62 us	 	---	154				
19s 742455.67 us	 	---		1002			
19s 742457.71 us	 	---			37835858		
19s 742459.71 us	 	---				37836860	
19s 752452.40 us	 	---	155				
19s 752454.40 us	 	---		1002			
19s 752456.40 us	 	---			37845858		
19s 752458.40 us	 	---				37846860	
19s 762317.83 us	 	---	156				
19s 762466.17 us	 	---		1001			
19s 762468.17 us	 	---			37855859		
19s 762470.17 us	 	---				37856860	
19s 772350.23 us	 	---	157				
19s 772352.27 us	 	---		1001			
19s 772354.27 us	 	---			37865859		
19s 772356.27 us	 	---				37866860	
19s 782380.75 us	 	---	158				
19s 782382.75 us	 	---		1001			
19s 782384.79 us	 	---			37875859		
19s 782386.79 us	 	---				37876860	
19s 792411.15 us	 	---	159				
19s 792413.15 us	 	---		1001			
19s 792415.19 us	 	---			37885859		
19s 792474.50 us	 	---				37886860	
19s 802438.92 us	 	---	160				
19s 802440.96 us	 	---		1001			
19s 802442.96 us	 	---			37895859		
19s 802444.96 us	 	---				37896860	
19s 812439.44 us	 	---	161				
19s 812441.44 us	 	---		1001			
19s 812443.44 us	 	---			37905859		
19s 812445.44 us	 	---				37906860	
19s 822307.90 us	 	---	162				
19s 822450.10 us	 	---		1001			
19s 822452.10 us	 	---			37915859		
19s 822454.10 us	 	---				37916860	
19s 832338.31 us	 	---	163				
19s 832340.31 us	 	---		1001			
19s 832342.31 us	 	---			37925859		
19s 832344.31 us	 	---				37926860	
19s 842370.79 us	 	---	164				
19s 842372.79 us	 	---		1001			
19s 842374.79 us	 	---			37935859		
19s 842376.79 us	 	---				37936860	
19s 852401.31 us	 	---	165				
19s 852403.31 us	 	---		1001			
19s 852405.31 us	 	---			37945859		
19s 852458.56 us	 	---				37946860	
19s 862422.96 us	 	---	166				
19s 862424.96 us	 	---		1001			
19s 862426.96 us	 	---			37955859		
19s 862428.96 us	 	---				37956860	
19s 872429.50 us	 	---	167				
19s 872431.50 us	 	---		1001			
19s 872433.50 us	 	---			37965859		
19s 872435.50 us	 	---				37966860	
19s 882297.98 us	 	---	168				
19s 882434.15 us	 	---		1002			
19s 882436.19 us	 	---			37975859		
19s 882438.19 us	 	---				37976861	
19s 892328.50 us	 	---	169				
19s 892330.50 us	 	---		1002			
19s 892332.54 us	 	---			37985859		
19s 892334.54 us	 	---				37986861	
19s 902360.85 us	 	---	170				
19s 902362.85 us	 	---		1002			
19s 902441.06 us	 	---			37995859		
19s 902443.06 us	 	---				37996861	
19s 912391.37 us	 	---	171				
19s 912393.38 us	 	---		1001			
19s 912395.37 us	 	---			38005860		
19s 912442.85 us	 	---				38006861	
19s 922407.15 us	 	---	172				
19s 922409.19 us	 	---		1001			
19s 922411.19 us	 	---			38015860		
19s 922413.19 us	 	---				38016861	
19s 932419.54 us	 	---	173				
19s 932421.54 us	 	---		1001			
19s 932423.58 us	 	---			38025860		
19s 932425.63 us	 	---				38026861	
19s 942288.02 us	 	---	174				
19s 942418.19 us	 	---		1001			
19s 942420.19 us	 	---			38035860		
19s 942422.19 us	 	---				38036861	
19s 952318.50 us	 	---	175				
19s 952320.50 us	 	---		1001			
19s 952322.50 us	 	---			38045860		
19s 952324.54 us	 	---				38046861	
19s 962348.90 us	 	---	176				
19s 962350.90 us	 	---		1001			
19s 962352.90 us	 	---			38055860		
19s 962429.37 us	 	---				38056861	
19s 972381.42 us	 	---	177				
19s 972383.42 us	 	---		1001			
19s 972385.42 us	 	---			38065860		
19s 972426.65 us	 	---				38066861	
19s 982391.06 us	 	---	178				
19s 982393.06 us	 	---		1001			
19s 982395.10 us	 	---			38075860		
19s 982397.15 us	 	---				38076861	
19s 992245.71 us	 	---	179				
19s 992404.83 us	 	---		1001			
19s 992406.83 us	 	---			38085860		
19s 992408.83 us	 	---				38086861	
20s 2278.06 us	 	---	180				
20s 2402.25 us	 	---		1001			
20s 2404.25 us	 	---			38095860		
20s 2406.25 us	 	---				38096861	
20s 12308.54 us	 	---	181				
20s 12310.54 us	 	---		1001			
20s 12312.54 us	 	---			38105860		
20s 12314.54 us	 	---				38106861	
20s 22339.06 us	 	---	182				
20s 22341.06 us	 	---		1001			
20s 22343.06 us	 	---			38115860		
20s 22413.42 us	 	---				38116861	
20s 32371.46 us	 	---	183				
20s 32373.46 us	 	---		1001			
20s 32375.46 us	 	---			38125860		
20s 32377.50 us	 	---				38126861	
20s 42375.10 us	 	---	184				
20s 42377.10 us	 	---		1001			
20s 42379.15 us	 	---			38135860		
20s 42381.19 us	 	---				38136861	
20s 52235.73 us	 	---	185				
20s 52388.90 us	 	---		1002			
20s 52390.94 us	 	---			38145860		
20s 52392.94 us	 	---				38146862	
20s 62268.21 us	 	---	186				
20s 62270.21 us	 	---		1002			
20s 62272.25 us	 	---			38155860		
20s 62274.29 us	 	---				38156862	
20s 72298.58 us	 	---	187				
20s 72300.58 us	 	---		1002			
20s 72302.58 us	 	---			38165860		
20s 72304.58 us	 	---				38166862	
20s 82329.15 us	 	---	188				
20s 82331.19 us	 	---		1001			
20s 82333.19 us	 	---			38175861		
20s 82397.46 us	 	---				38176862	
20s 92361.50 us	 	---	189				
20s 92363.50 us	 	---		1001			
20s 92365.50 us	 	---			38185861		
20s 92367.54 us	 	---				38186862	
20s 102359.17 us	 	---	190				
20s 102361.21 us	 	---		1001			
20s 102363.21 us	 	---			38195861		
20s 102365.21 us	 	---				38196862	
20s 112225.77 us	 	---	191				
20s 112372.94 us	 	---		1001			
20s 112374.94 us	 	---			38205861		
20s 112376.94 us	 	---				38206862	
20s 122256.25 us	 	---	192				
20s 122258.25 us	 	---		1001			
20s 122260.25 us	 	---			38215861		
20s 122262.25 us	 	---				38216862	
20s 132288.65 us	 	---	193				
20s 132290.65 us	 	---		1001			
20s 132292.65 us	 	---			38225861		
20s 132294.65 us	 	---				38226862	
20s 142319.17 us	 	---	194				
20s 142321.17 us	 	---		1001			
20s 142323.17 us	 	---			38235861		
20s 142381.65 us	 	---				38236862	
20s 152346.06 us	 	---	195				
20s 152348.06 us	 	---		1001			
20s 152350.06 us	 	---			38245861		
20s 152352.06 us	 	---				38246862	
20s 162347.46 us	 	---	196				
20s 162349.50 us	 	---		1001			
20s 162351.50 us	 	---			38255861		
20s 162353.50 us	 	---				38256862	
20s 172215.77 us	 	---	197				
20s 172357.10 us	 	---		1002			
20s 172359.10 us	 	---			38265861		
20s 172361.10 us	 	---				38266863	
20s 182246.29 us	 	---	198				
20s 182248.29 us	 	---		1002			
20s 182250.29 us	 	---			38275861		
20s 182252.29 us	 	---				38276863	
20s 192278.81 us	 	---	199				
20s 192280.81 us	 	---		1001			
20s 192282.85 us	 	---			38285861		
20s 192284.85 us	 	---				38286862	
20s 202309.21 us	 	---	200				
20s 202311.21 us	 	---		1002			
20s 202313.21 us	 	---			38295861		
20s 202365.81 us	 	---				38296863	
20s 212330.10 us	 	---	201				
20s 212332.10 us	 	---		1001			
20s 212334.15 us	 	---			38305862		
20s 212336.19 us	 	---				38306863	
20s 222337.50 us	 	---	202				
20s 222339.50 us	 	---		1001			
20s 222341.54 us	 	---			38315862		
20s 222343.58 us	 	---				38316863	
20s 232205.98 us	 	---	203				
20s 232341.02 us	 	---		1001			
20s 232343.02 us	 	---			38325862		
20s 232345.02 us	 	---				38326863	
20s 242236.42 us	 	---	204				
20s 242238.46 us	 	---		1001			
20s 242240.46 us	 	---			38335862		
20s 242242.46 us	 	---				38336863	
20s 252268.85 us	 	---	205				
20s 252270.85 us	 	---		1001			
20s 252348.96 us	 	---			38345862		
20s 252351.00 us	 	---				38346863	
20s 262299.25 us	 	---	206				
20s 262301.25 us	 	---		1001			
20s 262303.25 us	 	---			38355862		
20s 262349.60 us	 	---				38356863	
20s 272313.90 us	 	---	207				
20s 272315.90 us	 	---		1001			
20s 272317.90 us	 	---			38365862		
20s 272319.90 us	 	---				38366863	
20s 282327.54 us	 	---	208				
20s 282329.54 us	 	---		1001			
20s 282331.54 us	 	---			38375862		
20s 282333.54 us	 	---				38376863	
20s 292196.02 us	 	---	209				
20s 292325.08 us	 	---		1001			
20s 292327.08 us	 	---			38385862		
20s 292329.12 us	 	---				38386863	
20s 302226.38 us	 	---	210				
20s 302228.37 us	 	---		1001			
20s 302230.38 us	 	---			38395862		
20s 302232.42 us	 	---				38396863	
20s 312256.90 us	 	---	211				
20s 312258.90 us	 	---		1001			
20s 312260.90 us	 	---			38405862		
20s 312336.38 us	 	---				38406863	
20s 322289.42 us	 	---	212				
20s 322291.42 us	 	---		1001			
20s 322293.42 us	 	---			38415862		
20s 322333.67 us	 	---				38416863	
20s 332297.94 us	 	---	213				
20s 332299.94 us	 	---		1001			
20s 332301.94 us	 	---			38425862		
20s 332303.94 us	 	---				38426863	
20s 342153.52 us	 	---	214				
20s 342311.85 us	 	---		1001			
20s 342313.90 us	 	---			38435862		
20s 342315.90 us	 	---				38436863	
20s 352186.08 us	 	---	215				
20s 352309.13 us	 	---		1001			
20s 352311.12 us	 	---			38445862		
20s 352313.12 us	 	---				38446863	
20s 362216.60 us	 	---	216				
20s 362218.65 us	 	---		1002			
